ingredient',pairings'
'turkey',"['allspice', ' apples', ' bacon', ' bay leaf', ' bread crumbs', ' butter, unsalted', ' cardamom', ' carrots', ' celery', ' cheese, white sheep or goat's milk', ' chestnuts', ' chile peppers, dried red', ' cinnamon', ' cloves', ' corn bread', ' cranberries', ' cumin', ' fenugreek leaves', ' figs, dried', ' garam masala', ' garlic', ' ginger', ' grapes, white', ' innards, turkey heart', ' innards, liver', ' juniper berries', ' leeks', ' lemon, juice', ' lime, juice', ' mushrooms', ' oil, canola', ' oil, grapeseed', ' oil, peanut', ' oil, vegetable', ' olive oil', ' onions', ' orange, juice', ' paprika', ' parsnips', ' parsley, flat-leaf', ' pepper, black', ' pepper, white', ' phyllo dough', ' pine nuts', ' potatoes', ' raisins', ' rosemary', ' sage', ' salt, kosher', ' sausage', ' shallots', ' soy sauce', ' spinach', ' stocks, chicken', ' stocks, turkey', ' stuffing', ' sugar', ' tarragon', ' thyme', ' tomatoes', ' vermouth, dry', ' walnuts', ' wine, dry white, rosé', ' yogurt']"
'turmeric',"['beans', ' beef', ' butter', ' cheese', ' chicken', ' chile peppers', ' chutneys', ' cilantro', ' cloves', ' coconut milk', ' coriander', ' cumin', ' curry leaves, powder', ' eggplant', ' eggs', ' fennel', ' fish', ' garlic', ' ginger', ' kaffir lime, leaves', ' lamb', ' lemongrass', ' lentils', ' meats', ' mustard', ' mustard seeds', ' paella', ' paprika', ' parsley', ' pepper', ' pickles', ' pork', ' potatoes', ' poultry', ' ras el hanout', ' rice', ' sauces', ' sausage', ' seafood', ' shallots', ' shellfish', ' shrimp', ' soups', ' spinach', ' stewed dishes', ' tamarind', ' vegetables', ' yogurt', ' chermoula)']"
'turnips',"['bacon', ' bay leaf', ' butter, unsalted', ' carrots', ' celery root', ' cheese, parmesan', ' cream', ' curry', ' dill', ' duck', ' garlic', ' honey', ' juniper berries', ' lamb', ' leeks', ' lemon, juice', ' marjoram', ' nutmeg', ' onions', ' parsley', ' pepper, black', ' pepper, white', ' poppy seeds', ' pork', ' potatoes', ' prosciutto', ' salt, kosher', ' salt, rock', ' salt, sea', ' shiso', ' stock, chicken', ' sugar', ' sweet potatoes', ' thyme', ' vinegar']"
'umami',"['aged foods', ' anchovies', ' beef', ' bonito flakes', ' broccoli', ' carrots', ' cheese, aged', ' chicken', ' clams', ' cured foods', ' fermented foods', ' fish sauce, asian', ' grapefruit', ' grapes', ' ketchup', ' lobster', ' mackerel', ' meats', ' miso', ' mushrooms', ' oysters', ' pork', ' potatoes', ' ripe ingredients', ' sardines', ' sauces, meat-based', ' scallops', ' seafood', ' seaweed, dried', ' soy beans', ' soy sauce', ' squid', ' steaks', ' stocks, meat-based', ' sweet potatoes', ' tea, green', ' tomatoes and tomato sauce', ' truffles', ' tuna', ' vinegar, balsamic', ' walnuts']"
'vanilla',"['allspice', ' almonds', ' apples', ' apricots', ' baked goods', ' bay leaf', ' beans, black', ' beef', ' berries', ' beverages', ' brown butter', ' butter', ' butterscotch', ' cakes', ' candies', ' caramel', ' cardamom', ' cheese, ricotta', ' chicken', ' chiles', ' chocolate', ' cilantro', ' cinnamon', ' cloves', ' coconut', ' coffee', ' cookies', ' cream and ice cream', ' cream cheese', ' custards', ' desserts', ' eggs', ' figs', ' fish', ' fruits', ' ginger', ' honey', ' ice cream', ' lamb', ' lavender', ' lemon, juice', ' lemon, zest', ' lemongrass', ' lobster', ' mascarpone', ' meats', ' melon', ' milk', ' mint', ' mussels', ' nutmeg', ' nuts', ' orange', ' peaches', ' pears', ' plums', ' pork', ' puddings', ' rhubarb', ' rice', ' rosemary', ' saffron', ' salads, fruit', ' scallops', ' seafood', ' seeds, poppy', ' seeds, sesame', ' shellfish', ' soups', ' stocks', ' strawberries', ' sugar', ' tamarind', ' tea', ' tomatoes', ' vegetables', ' vinegar, balsamic', ' whiskey', ' wine, champagne', ' yogurt']"
'veal',"['almonds', ' anchovies', ' apples', ' asparagus', ' basil', ' bay leaf', ' beans', ' beef, short ribs', ' beets', ' bell peppers, green', ' bell peppers, red', ' bell peppers, yellow', ' brandy', ' bread and bread crumbs', ' butter, unsalted', ' capers', ' caraway seeds', ' carrots', ' celery', ' celery root', ' cheese, emmental', ' cheese, gruyère', ' cheese, parmesan', ' cheese, swiss', ' chervil', ' chile peppers', ' chives', ' cider', ' coconut milk', ' cream', ' crème fraîche', ' cucumbers, sautéed', ' dill', ' eggs', ' garlic', ' gremolata', ' ham, smoked', ' ham, hock', ' hazelnuts', ' leeks', ' lemon, juice', ' lemon, zest', ' lemon verbena', ' lime, juice', ' lime, leaves', ' madeira', ' marjoram', ' milk', ' mushrooms, button', ' mushrooms, chanterelle', ' mushrooms, morels', ' mushrooms, oyster', ' mushrooms, porcini', ' mushrooms, shiitake', ' mushrooms, white', ' mushrooms, wild', ' mustard, dijon', ' nutmeg', ' oil, canola', ' oil, corn', ' oil, peanut', ' oil, vegetable', ' olive oil', ' olives, black', ' onions', ' orange, juice', ' orange, zest', ' parsley, flat-leaf', ' parsnips', ' pasta', ' peas, spring', ' pepper, black', ' pepper, white', ' polenta', ' potatoes', ' prosciutto', ' rice', ' rosemary', ' sage', ' salt, kosher', ' salt, sea', ' shallots', ' spaetzle', ' spinach', ' stocks, beef', ' stocks, chicken', ' stocks, veal', ' stocks, vegetable', ' tarragon', ' thyme', ' tomatoes, canned', ' tomatoes, paste', ' tomatoes, plum', ' tomatoes, sauce', ' truffles', ' tuna', ' turnips', ' vanilla', ' vinegar, balsamic', ' vinegar, chamapagne', ' watercrêss', ' wine, dry white', ' zucchini']"
"'veal, breast'","['beans, white', ' cheese, fontina', ' garlic', ' olive oil', ' onions', ' pancetta', ' parsley, flat-leaf', ' rosemary', ' stock, chicken', ' thyme', ' wine, white']"
"'veal, chop'","['artichokes', ' basil', ' beans', ' broccoli rabe', ' butter', ' campari', ' capers', ' chives', ' cilantro', ' coriander', ' garlic', ' ginger', ' gnocchi', ' leeks', ' lemon, juice', ' madeira', ' marjoram', ' mint', ' mirin', ' miso', ' mushrooms', ' mushrooms, wild', ' mustard, dijon', ' olive oil', ' olives, black', ' olives, kalamata', ' onions', ' parsley, flat-leaf', ' peas', ' pepper, white', ' pine nuts', ' polenta', ' potatoes', ' prosciutto', ' radishes', ' red pepper flakes', ' salt', ' sesame, oil', ' sesame, seeds', ' shallots', ' soy sauce', ' stock, chicken', ' sugar, brown', ' thyme', ' tomatoes, sun-dried', ' watercress', ' wine, dry white']"
"'veal, loin'","['arugula', ' basil', ' cheese, fontina', ' chestnuts', ' cider, apple', ' citrus', ' cranberries', ' garlic', ' mushrooms, wild', ' nuts', ' onions', ' oregano', ' pasta', ' pumpkin', ' risotto', ' rosemary', ' sage', ' stock, veal', ' tarragon', ' thyme', ' tomatoes', ' wine, red']"
"'veal, shanks'","['bay leaf', ' carrots', ' celery', ' cilantro', ' cinnamon', ' cumin', ' garlic', ' gremolata', ' horseradish', ' lemon, juice', ' lemon, zest', ' marjoram', ' mushrooms, porcini', ' olive oil', ' olives', ' onions', ' oranges', ' osso buco', ' parsley', ' pepper', ' pine nuts', ' raisins, yellow', ' risotto', ' rosemary', ' salt', ' stocks, chicken', ' stocks, veal', ' thyme', ' tomatoes, paste', ' tomatoes, sauce', ' truffles, white', ' wine, white']"
"'veal, tenderloin'","['asparagus', ' bacon', ' basil', ' capers', ' cheese, fontina', ' cream', ' ham', ' mushrooms, morel', ' mustard, dijon', ' onions, red', ' sage', ' tarragon', ' thyme', ' truffle oil', ' wine, white']"
'vegetarian dishes',"['chile peppers, chipotle in adobo', ' liquid smoke', ' miso', ' mushrooms', ' onions, roasted', ' paprika, smoked', ' shallots, roasted', ' soy sauce']"
'venison',"['apples', ' artichoke, jerusalem', ' bacon', ' bay leaf', ' beets', ' bourbon', ' brandy', ' brussels sprouts', ' butter, unsalted', ' cabbage, red', ' cardamom', ' carrots', ' celery', ' cheese, asiago', ' cherries, dried or fresh', ' chervil', ' chestnuts', ' chiles', ' chives', ' cinnamon', ' cloves', ' cognac', ' coriander', ' corn', ' cranberries', ' cream', ' currants, dried or fresh', ' curries and curry powder', ' fennel', ' garlic', ' gin', ' ginger, grated', ' ginger, ground', ' ginger, minced', ' greens, arugula', ' greens, chicory', ' greens, dandelion', ' greens, mâche', ' greens, radicchio', ' greens, spinach', ' honey', ' horseradish', ' huckleberries', ' juniper berries', ' lemon, juice', ' lemongrass', ' lime, juice', ' marsala', ' mirepoix', ' mushrooms, button', ' mushrooms, porcini', ' mushrooms, shiitake', ' mushrooms, wild', ' mustard', ' nectarines', ' nutmeg', ' nuts, almonds', ' nuts, cashews', ' oil, canola', ' oil, grapeseed', ' oil, peanut', ' oil, walnut', ' olive oil', ' onions', ' orange, juice', ' orange, zest', ' pancetta', ' parsley, flat-leaf', ' parsnips', ' peaches', ' pears', ' pepper, black', ' pepper, green', ' pepper, pink', ' pepper, szechuan', ' pepper, white', ' pineapple', ' pomegranate', ' port', ' potatoes', ' pumpkin', ' raisins', ' rosemary', ' sage', ' salt, kosher', ' savory', ' shallots', ' soy sauce', ' spinach', ' squash, acorn', ' squash, butternut', ' star anise', ' stocks, beef', ' stocks, chicken', ' stocks, venison', ' sweet potatoes', ' thyme', ' tomatoes and tomato paste', ' turnips', ' vinegar, balsamic', ' vinegar, red wine', ' vinegar, rice', ' vinegar, sherry', ' watercress', ' wine, red']"
'verjus',"['verjus is often more wine friendly than vinegar.', ' apples', ' apricots', ' asparagus', ' berries', ' cheese, goat', ' chicken', ' cranberries', ' cucumbers', ' fennel', ' fish', ' foie gras', ' fruit', ' garlic', ' ginger', ' herbs', ' lamb', ' lettuces', ' marinades', ' meat', ' melon', ' mustard, dijon', ' olive oil', ' onions', ' pears', ' pomegranate', ' pork', ' poultry', ' quail', ' quince', ' rabbit', ' salads, fruit', ' salads, green', ' sauces', ' shellfish', ' soups', ' soy sauce', ' spinach', ' strawberries', ' sugar, brown', ' sugar, white', ' tuna', ' vegetables', ' vinegar, rice wine']"
"'vinegar, balsamic'","['apricots', ' arugula', ' basil', ' beans, green', ' bell peppers, green', ' bell peppers, red', ' berries', ' brown butter', ' cabbage', ' cheese, parmesan', ' cherries', ' chicken', ' chicory', ' eggplant', ' endive', ' fish', ' fruit', ' greens, salad', ' grilled dishes', ' hazelnut oil', ' honey', ' marinades', ' meats', ' mustard', ' mustard, dry', ' mustard, seeds', ' oil', ' onions', ' pepper, black', ' radicchio', ' raspberries', ' salads and salad dressings', ' sesame oil', ' steak', ' strawberries', ' tomatoes', ' vegetables', ' vinaigrette', ' vinegar, red wine', ' vinegar, sherry', ' walnut oil', ' watercress', ' white truffle oil']"
"'vinegar, banyuls'","['beets', ' cheese, blue', ' cheese, parmesan', ' cream', ' duck', ' fish', ' foie gras', ' honey', ' lettuces', ' marinades', ' meats', ' mushrooms', ' nuts', ' oil, hazelnut', ' oil,walnut', ' olive oil', ' pears', ' pepper, black', ' quail', ' salads and salad dressings', ' salmon, ivory', ' salt', ' sauces', ' scallops', ' shellfish', ' tomatoes', ' vegetables', ' walnuts']"
"'vinegar, champagne'","['artichokes', ' avocados', ' delicate dishes', ' fennel', ' fish', ' greens, delicate salad', ' leeks', ' oils, nut', ' oils, truffle', ' olive oil', ' potatoes', ' raspberries', ' salads', ' shellfish', ' strawberries', ' vegetables']"
"'vinegar, cider'","['apples', ' coleslaw', ' fruits', ' ginger', ' grains', ' herbs', ' oil', ' pears', ' peas', ' pork', ' salads and salad dressings', ' sauces', ' smoked fish', ' smoked meats', ' sugar']"
"'vinegar, fruit'","['avocados', ' chicken', ' fruit salads', ' hazelnut oil', ' meats, white', ' oils', ' peanut oil', ' pears', ' salads and salad dressings', ' turkey', ' walnut oil']"
"'vinegar, ice wine'","['berries', ' foie gras', ' fruit', ' lobster', ' oil, grapeseed', ' onions', ' oysters', ' peaches', ' salads', ' sauces', ' scallops', ' seafood', ' sorbets', ' strawberries', ' vegetables']"
"'vinegar, malt'","['dressings', ' fish, fried', ' oil, hazelnut', ' oil, peanut', ' olive oil', ' pickles']"
"'vinegar, red wine'","['beans, green', ' chard', ' cherries', ' chicken', ' cinnamon', ' cold dishes', ' dandelion greens', ' greens, salad', ' greens, stronger', ' grilled dishes', ' heartier dishes', ' kale', ' marinades', ' meat, red', ' mushrooms', ' mustard', ' oils, nut', ' olive oil', ' salads and salad dressings', ' sauces', ' spinach', ' tomatoes', ' vinaigrettes']"
"'vinegar, rice wine'","['cilantro', ' coriander', ' cucumbers', ' fruit', ' ginger', ' honey', ' lemon', ' mirin', ' noodles', ' oils, peanut', ' oils, sesame', ' pepper, black', ' pepper, pink', ' rice', ' salads', ' salmon', ' scallions', ' sesame seeds', ' soups', ' soy sauce', ' star anise', ' wasabi']"
"'vinegar, sherry'","['apples', ' asparagus', ' beans', ' chicken', ' cucumbers', ' duck', ' figs', ' fish', ' gazpacho', ' greens', ' meat dishes', ' mustard, grainy', ' nuts', ' oils, nut', ' oils, walnut', ' onions', ' orange', ' pancetta', ' pears', ' radicchio', ' rich dishes', ' salad dressings', ' salads', ' sauces', ' tomatoes', ' tortilla, spanish', ' vegetables']"
"'vinegar, tarragon (herb-flavored vinegar)'","['endive', ' lettuces', ' oil, mild', ' olive oil']"
"'vinegar, vincotto (cooked wine)'","['almonds', ' bacon', ' cheese, burrata', ' desserts', ' fennel', ' figs', ' fruit', ' peaches', ' pears', ' plums', ' meats', ' salads and salad dressings', ' yogurt']"
"'vinegar, white wine'","['artichokes', ' avocados', ' delicate dishes', ' fennel', ' fish', ' leeks', ' oils, safflower', ' oils, sunflower', ' olive oil (extra virgin)', ' potatoes', ' shellfish']"
'vodka',"['amaretto', ' apples and apple juice', ' beef consommé', ' beet juice', ' berries', ' blackberries', ' caraway', ' carrots, juice', ' caviar', ' celery and leaves', ' celery root', ' cilantro', ' cinnamon', ' cloves', ' coffee', ' coconut', ' cranberry juice', ' cream', ' cucumber', ' currants, black', ' ginger', ' grapefruit juice', ' honey', ' horseradish', ' kaffir lime leaf', ' kahlúa', ' lemon, juice', ' lemongrass', ' lemon thyme', ' lemon verbena', ' licorice', ' lime, juice', ' mangoes', ' maraschino liqueur', ' melon', ' oats', ' olives, green', ' orange, juice', ' pepper, black', ' pineapple juice', ' pomegranate juice', ' raspberries', ' rose', ' smoked fish', ' star anise', ' sugar (simple syrup)', ' tomato juice', ' triple sec', ' vanilla']"
'walnuts',"['almonds', ' anise', ' apples', ' apricots', ' armagnac', ' bananas', ' bourbon', ' brandy', ' breakfast', ' butter, unsalted', ' buttermilk', ' caramel', ' carrots', ' cheese, blue', ' cheese, cheddar', ' cheese, goat', ' cheese, parmesan', ' cheese, ricotta', ' cheese, roquefort', ' cheese, stilton', ' cherries', ' chestnuts', ' chicken', ' chocolate, dark', ' chocolate, milk', ' chocolate, white', ' cinnamon', ' coffee', ' cognac', ' cookies', ' corn syrup, light', ' corn syrup, dark', ' cranberries', ' cream', ' cream cheese', ' crème fraîche', ' cumin', ' dates', ' endive', ' figs', ' garlic', ' ginger', ' grapefruit', ' grapes', ' hazelnuts', ' honey', ' ice cream', ' italian sauces', ' kumquats', ' lemon, juice', ' lemon, zest', ' liqueurs, orange', ' maple syrup', ' mascarpone', ' mexican sauces', ' molasses', ' nectarines', ' oatmeal', ' olive oil', ' orange, juice', ' orange, zest', ' peaches', ' pears', ' pecans', ' pepper', ' persimmons', ' pine nuts', ' plums', ' pomegranates', ' port', ' praline', ' prunes', ' pumpkin', ' quince', ' raisins', ' raspberries', ' rum', ' salads', ' salt', ' sauces', ' stuffings', ' sugar, brown', ' sugar, confectioners'', ' sugar, white', ' sweet potatoes', ' tea', ' vanilla', ' walnut oil', ' whiskey', ' wine, dry', ' wine, sweet', ' yogurt']"
'warming',"['alcohol', ' barley', ' chile peppers', ' coffee', ' cranberries', ' fruits, dried', ' garlic', ' grains', ' honey', ' hot beverages', ' meat, red', ' mustard', ' nuts', ' oils, almond', ' oils, mustard', ' olive oil', ' onions', ' spices, warming', ' vegetables, root', ' vinegar', ' walnuts']"
'wasabi',"['avocados', ' beef', ' crab', ' cream', ' fish', ' ginger', ' mirin', ' miso', ' olive oil', ' onions, green', ' rice', ' salmon', ' sauces', ' seafood', ' sesame, oil', ' sesame, seeds', ' shrimp', ' soy sauce', ' sushi and sashimi', ' tofu', ' tuna', ' vinegar, rice wine']"
'water chestnuts',"['bacon', ' chicken', ' garlic', ' ginger', ' scallions', ' sesame, oil', ' sesame, seeds', ' soy sauce', ' sugar', ' vinegar, rice wine']"
'watercress',"['almonds', ' apples', ' asparagus', ' bacon', ' bean sprouts', ' beef', ' beets', ' bell peppers', ' butter, unsalted', ' buttermilk', ' cheese, blue', ' cheese, goat', ' cheese, pecorino', ' chervil', ' chicken', ' chives', ' cilantro', ' cream', ' crème fraîche', ' cucumbers', ' duck', ' eggs', ' endive', ' fennel', ' fish', ' fish sauce, asian', ' garlic', ' ginger', ' lamb', ' leeks', ' lemon, juice', ' lime, juice', ' mascarpone', ' meats, roasted', ' mint', ' mushrooms', ' mustard', ' oil, grapeseed', ' oil, sesame', ' oil, vegetable', ' oil, walnut', ' olive oil', ' onions, red', ' onions, white', ' onions, yellow', ' orange', ' oysters', ' parsley, flat-leaf', ' pears', ' peas', ' pepper, black', ' pepper, white', ' potatoes', ' radicchio', ' rice', ' salads', ' salmon', ' salt, kosher', ' salt, sea', ' scallions', ' scallops', ' seafood', ' sesame seeds, black', ' sesame oil', ' shallots', ' shrimp', ' smoked salmon', ' sorrel', ' soups', ' soy sauce', ' stocks, chicken', ' stocks, fish', ' stocks, seafood', ' stocks, vegetable', ' sugar', ' tarragon', ' tea sandwiches', ' tomatoes', ' veal', ' vinaigrette', ' vinegar, champagne', ' vinegar, red wine', ' vinegar, rice', ' vinegar, sherry', ' walnuts', ' wine, rice', ' wine, white', ' yogurt']"
'watermelon',"['anise hyssop', ' basil', ' beverages', ' blackberries', ' blueberries', ' cheese, feta', ' cheese, goat', ' chili powder', ' cilantro', ' cinnamon', ' cream', ' cucumber', ' fennel', ' honey', ' jicama', ' kaffir lime', ' lemon, juice', ' lemon, zest', ' lime, juice', ' melon', ' mint', ' olive oil', ' orange', ' parsley, flat-leaf', ' pepper, black', ' pepper, white', ' pistachios', ' pomegranate', ' raspberries', ' salads, fruit', ' salt, kosher', ' salt, sea', ' sorbet', ' soups', ' sugar, brown', ' sugar, white', ' tequila', ' tomatoes', ' vanilla', ' vinegar, balsamic', ' vinegar, rice', ' vinegar, sherry']"
